"Manufacturer Part Number","Manufacturer","SymbolName","SymbolLibrary","FootprintName","FootprintLibrary","Package","Power Rating (mW)","Value","Tolerance","Temperature Coefficient","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","ComponentLink1Description","ComponentLink1URL"
"PE2512FKE070R02L","YAGEO","__template_resistor","symbols/resistor.SchLib","R2512","footprints/resistor.PcbLib","2512","1000","20m","1%","±50ppm/℃","","","LCSC","C4212250","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2311211101_YAGEO-PE2512FKE070R02L_C4212250.pdf"
"PA2512FKF7W0R02E","YAGEO","__template_resistor","symbols/resistor.SchLib","R2512","footprints/resistor.PcbLib","2512","2000","20m","1%","±100ppm/℃","","","LCSC","C728347","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2009191609_YAGEO-PA2512FKF7W0R02E_C728347.pdf"
"PA2512FKF7T0R02E","YAGEO","__template_resistor","symbols/resistor.SchLib","R2512","footprints/resistor.PcbLib","2512","3000","20m","1%","±100ppm/℃","","","LCSC","C728331","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2008281035_YAGEO-PA2512FKF7T0R02E_C728331.pdf"
"WSR5R0200FEA","Vishay Intertech","__template_resistor","symbols/resistor.SchLib","R4527","footprints/resistor.PcbLib","4527","5000","20m","1%","±75ppm/℃","","","LCSC","C844093","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2210190530_Vishay-Intertech-WSR5R0200FEA_C844093.pdf"
"PE1206FRM070R022L","YAGEO","__template_resistor","symbols/resistor.SchLib","R1206","footprints/resistor.PcbLib","1206","250","22m","1%","±75ppm/℃","","","LCSC","C875657","Datasheet","https://datasheet.lcsc.com/lcsc/2311211101_YAGEO-PE1206FRM070R022L_C875657.pdf"
"RTH06R022FTP","RALEC","__template_resistor","symbols/resistor.SchLib","R1206","footprints/resistor.PcbLib","1206","500","22m","1%","±100ppm/℃","","","LCSC","C2991293","Datasheet","https://datasheet.lcsc.com/lcsc/2204081930_RALEC-RTH06R022FTP_C2991293.pdf"
"WSL2512R0220FEA","Vishay Intertech","__template_resistor","symbols/resistor.SchLib","R2512","footprints/resistor.PcbLib","2512","1000","22m","1%","±75ppm/℃","","","LCSC","C844081","Datasheet","https://datasheet.lcsc.com/lcsc/2206282015_Vishay-Intertech-WSL2512R0220FEA_C844081.pdf"
"ERJ-8CWFR024V","PANASONIC","__template_resistor","symbols/resistor.SchLib","R1206","footprints/resistor.PcbLib","1206","1000","24m","1%","±75ppm/℃","","","LCSC","C2079760","Datasheet","https://datasheet.lcsc.com/lcsc/2304140030_PANASONIC-ERJ-8CWFR024V_C2079760.pdf"
"WSLP1206R0250FEA","Vishay Intertech","__template_resistor","symbols/resistor.SchLib","R1206","footprints/resistor.PcbLib","1206","1000","25m","1%","±75ppm/℃","","","LCSC","C844497","Datasheet","https://datasheet.lcsc.com/lcsc/2206282015_Vishay-Intertech-WSLP1206R0250FEA_C844497.pdf"
"WSL2512R0250FEA","Vishay Intertech","__template_resistor","symbols/resistor.SchLib","R2512","footprints/resistor.PcbLib","2512","1000","25m","1%","±75ppm/℃","","","LCSC","C844903","Datasheet","https://datasheet.lcsc.com/lcsc/2112021830_Vishay-Intertech-WSL2512R0250FEA_C844903.pdf"
"PE2512FKF7W0R025L","YAGEO","__template_resistor","symbols/resistor.SchLib","R2512","footprints/resistor.PcbLib","2512","2000","25m","1%","±100ppm/℃","","","LCSC","C875765","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2103301636_YAGEO-PE2512FKF7W0R025L_C875765.pdf"
"WSR3R0250FEA","Vishay Intertech","__template_resistor","symbols/resistor.SchLib","R4527","footprints/resistor.PcbLib","4527","3000","25m","1%","±75ppm/℃","","","LCSC","C844500","Datasheet","https://datasheet.lcsc.com/lcsc/2210190530_Vishay-Intertech-WSR3R0250FEA_C844500.pdf"
"PA2512FKF7T0R027E","YAGEO","__template_resistor","symbols/resistor.SchLib","R2512","footprints/resistor.PcbLib","2512","3000","27m","1%","±100ppm/℃","","","LCSC","C6141173","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2404181037_YAGEO-PA2512FKF7T0R027E_C6141173.pdf"
"PE0805FRF470R03L","YAGEO","__template_resistor","symbols/resistor.SchLib","R0805","footprints/resistor.PcbLib","0805","500","30m","1%","±100ppm/℃","","","LCSC","C858599","Datasheet","https://datasheet.lcsc.com/lcsc/2112151030_YAGEO-PE0805FRF470R03L_C858599.pdf"
"PA1206FRF470R03L","YAGEO","__template_resistor","symbols/resistor.SchLib","R1206","footprints/resistor.PcbLib","1206","1000","30m","1%","±100ppm/℃","","","LCSC","C728293","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2011301910_YAGEO-PA1206FRF470R03L_C728293.pdf"
"LTR18EZPFSR030","ROHM Semicon","__template_resistor","symbols/resistor.SchLib","R1206","footprints/resistor.PcbLib","1206","1500","30m","1%","±100ppm/℃","","","LCSC","C307952","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2305291723_ROHM-Semicon-LTR18EZPFSR030_C307952.pdf"
"PE2512FKE070R03L","YAGEO","__template_resistor","symbols/resistor.SchLib","R2512","footprints/resistor.PcbLib","2512","1000","30m","1%","±50ppm/℃","","","LCSC","C4139521","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2311211101_YAGEO-PE2512FKE070R03L_C4139521.pdf"
"PA2512FKE7W0R03E","YAGEO","__template_resistor","symbols/resistor.SchLib","R2512","footprints/resistor.PcbLib","2512","2000","30m","1%","±50ppm/℃","","","LCSC","C728311","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2009191609_YAGEO-PA2512FKE7W0R03E_C728311.pdf"
"WSR3R0300FEA","Vishay Intertech","__template_resistor","symbols/resistor.SchLib","R4527","footprints/resistor.PcbLib","4527","3000","30m","1%","±75ppm/℃","","","LCSC","C844300","Datasheet","https://datasheet.lcsc.com/lcsc/2210190530_Vishay-Intertech-WSR3R0300FEA_C844300.pdf"
"PE1206FRF470R033L","YAGEO","__template_resistor","symbols/resistor.SchLib","R1206","footprints/resistor.PcbLib","1206","1000","33m","1%","±100ppm/℃","","","LCSC","C875622","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2311211101_YAGEO-PE1206FRF470R033L_C875622.pdf"
"PE2512FKE070R033L","YAGEO","__template_resistor","symbols/resistor.SchLib","R2512","footprints/resistor.PcbLib","2512","1000","33m","1%","±50ppm/℃","","","LCSC","C4191844","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2311211101_YAGEO-PE2512FKE070R033L_C4191844.pdf"
"PA2512FKF7W0R035E","YAGEO","__template_resistor","symbols/resistor.SchLib","R2512","footprints/resistor.PcbLib","2512","2000","35m","1%","±100ppm/℃","","","LCSC","C728349","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2010041434_YAGEO-PA2512FKF7W0R035E_C728349.pdf"
"LMP25NF3P0R035","prosemi","__template_resistor","symbols/resistor.SchLib","R2512","footprints/resistor.PcbLib","2512","3000","35m","1%","±50ppm/℃","","","LCSC","C2937411","Datasheet","https://datasheet.lcsc.com/lcsc/2203221230_prosemi-LMP25NF3P0R035_C2937411.pdf"
"TLRP3A30CR039FTE","TE Connectivity","__template_resistor","symbols/resistor.SchLib","R2512","footprints/resistor.PcbLib","2512","3000","39m","1%","±25ppm/℃","","","LCSC","C3938059","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2404081224_TE-Connectivity-TLRP3A30CR039FTE_C3938059.pdf"
"PE0402FRF470R04L","YAGEO","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","250","40m","1%","±100ppm/℃","","","LCSC","C851621","Datasheet","https://datasheet.lcsc.com/lcsc/2102031906_YAGEO-PE0402FRF470R04L_C851621.pdf"
"PE0805FRF070R04L","YAGEO","__template_resistor","symbols/resistor.SchLib","R0805","footprints/resistor.PcbLib","0805","125","40m","1%","±100ppm/℃","","","LCSC","C4308424","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2311211101_YAGEO-PE0805FRF070R04L_C4308424.pdf"
"PE2512FKE7W0R04L","YAGEO","__template_resistor","symbols/resistor.SchLib","R2512","footprints/resistor.PcbLib","2512","2000","40m","1%","±50ppm/℃","","","LCSC","C875729","Datasheet","https://datasheet.lcsc.com/lcsc/2104021442_YAGEO-PE2512FKE7W0R04L_C875729.pdf"
"WSR5R0400FEA","Vishay Intertech","__template_resistor","symbols/resistor.SchLib","R4527","footprints/resistor.PcbLib","4527","5000","40m","1%","±75ppm/℃","","","LCSC","C4333537","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2312131158_Vishay-Intertech-WSR5R0400FEA_C4333537.pdf"
"ERJ-8CWFR043V","PANASONIC","__template_resistor","symbols/resistor.SchLib","R1206","footprints/resistor.PcbLib","1206","1000","43m","1%","±75ppm/℃","","","LCSC","C2079770","Datasheet","https://datasheet.lcsc.com/lcsc/2304140030_PANASONIC-ERJ-8CWFR043V_C2079770.pdf"
"PE0201FRF7W0R05L","YAGEO","__template_resistor","symbols/resistor.SchLib","R0201","footprints/resistor.PcbLib","0201","100","50m","1%","±100ppm/℃","","","LCSC","C6356477","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2404191214_YAGEO-PE0201FRF7W0R05L_C6356477.pdf"
"PE0805FRF070R05L","YAGEO","__template_resistor","symbols/resistor.SchLib","R0805","footprints/resistor.PcbLib","0805","125","50m","1%","±100ppm/℃","","","LCSC","C1882649","Datasheet","https://datasheet.lcsc.com/lcsc/2311211101_YAGEO-PE0805FRF070R05L_C1882649.pdf"
"PE0805FRF7W0R05L","YAGEO","__template_resistor","symbols/resistor.SchLib","R0805","footprints/resistor.PcbLib","0805","250","50m","1%","±100ppm/℃","","","LCSC","C858613","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2112231430_YAGEO-PE0805FRF7W0R05L_C858613.pdf"
"WSL1206R0500FEB","Vishay Intertech","__template_resistor","symbols/resistor.SchLib","R1206","footprints/resistor.PcbLib","1206","250","50m","1%","±75ppm/℃","","","LCSC","C4337183","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2312131159_Vishay-Intertech-WSL1206R0500FEB_C4337183.pdf"
"WW12WR050FTL","Walsin Tech Corp","__template_resistor","symbols/resistor.SchLib","R1206","footprints/resistor.PcbLib","1206","333.3","50m","1%","±100ppm/℃","","","LCSC","C168605","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Walsin-Tech-Corp-WW12WR050FTL_C168605.pdf"
"PA1206FRF470R05L","YAGEO","__template_resistor","symbols/resistor.SchLib","R1206","footprints/resistor.PcbLib","1206","1000","50m","1%","±100ppm/℃","","","LCSC","C728294","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2011301910_YAGEO-PA1206FRF470R05L_C728294.pdf"
"WSL2010R0500FEA","Vishay Intertech","__template_resistor","symbols/resistor.SchLib","R2010","footprints/resistor.PcbLib","2010","500","50m","1%","±75ppm/℃","","","LCSC","C844689","Datasheet","https://datasheet.lcsc.com/lcsc/2210190530_Vishay-Intertech-WSL2010R0500FEA_C844689.pdf"
"HoRR2512-1W-50mR-1%","Milliohm","__template_resistor","symbols/resistor.SchLib","R2512","footprints/resistor.PcbLib","2512","1000","50m","1%","±15ppm/℃","","","LCSC","C5127854","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2209140930_Milliohm-HoRR2512-1W-50mR-1-_C5127854.pdf"
"PE2512DKE7W0R05L","YAGEO","__template_resistor","symbols/resistor.SchLib","R2512","footprints/resistor.PcbLib","2512","2000","50m","0.5%","±50ppm/℃","","","LCSC","C4181606","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2311211101_YAGEO-PE2512DKE7W0R05L_C4181606.pdf"
"LR122WF500MT4E","UNI-ROYAL(Uniroyal Elec)","__template_resistor","symbols/resistor.SchLib","R2512","footprints/resistor.PcbLib","2512","2000","50m","1%","±50ppm/℃","","","LCSC","C2941069","Datasheet","https://datasheet.lcsc.com/lcsc/2207141800_UNI-ROYAL-Uniroyal-Elec-LR122WF500MT4E_C2941069.pdf"
"PA2512FKF7T0R05E","YAGEO","__template_resistor","symbols/resistor.SchLib","R2512","footprints/resistor.PcbLib","2512","3000","50m","1%","±100ppm/℃","","","LCSC","C728334","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2008281035_YAGEO-PA2512FKF7T0R05E_C728334.pdf"
"PE2512FKE7W0R06L","YAGEO","__template_resistor","symbols/resistor.SchLib","R2512","footprints/resistor.PcbLib","2512","2000","60m","1%","±50ppm/℃","","","LCSC","C875732","Datasheet","https://datasheet.lcsc.com/lcsc/2311211101_YAGEO-PE2512FKE7W0R06L_C875732.pdf"
"LMP25NF3P0R060","prosemi","__template_resistor","symbols/resistor.SchLib","R2512","footprints/resistor.PcbLib","2512","3000","60m","1%","±50ppm/℃","","","LCSC","C2937412","Datasheet","https://datasheet.lcsc.com/lcsc/2203221230_prosemi-LMP25NF3P0R060_C2937412.pdf"
"WSL2512R0680FEA","Vishay Intertech","__template_resistor","symbols/resistor.SchLib","R2512","footprints/resistor.PcbLib","2512","1000","68m","1%","±75ppm/℃","","","LCSC","C4125307","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2312131019_Vishay-Intertech-WSL2512R0680FEA_C4125307.pdf"
"PE1206FRM7W0R07L","YAGEO","__template_resistor","symbols/resistor.SchLib","R1206","footprints/resistor.PcbLib","1206","500","70m","1%","±75ppm/℃","","","LCSC","C2075306","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2311211101_YAGEO-PE1206FRM7W0R07L_C2075306.pdf"
"WW12WR075FTL","Walsin Tech Corp","__template_resistor","symbols/resistor.SchLib","R1206","footprints/resistor.PcbLib","1206","333.3","75m","1%","±100ppm/℃","","","LCSC","C171394","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2202141730_Walsin-Tech-Corp-WW12WR075FTL_C171394.pdf"
"WSL2512R0750FEA","Vishay Intertech","__template_resistor","symbols/resistor.SchLib","R2512","footprints/resistor.PcbLib","2512","1000","75m","1%","±75ppm/℃","","","LCSC","C3983182","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2312121743_Vishay-Intertech-WSL2512R0750FEA_C3983182.pdf"
"LMP25NF2P0R075","prosemi","__template_resistor","symbols/resistor.SchLib","R2512","footprints/resistor.PcbLib","2512","2000","75m","1%","±50ppm/℃","","","LCSC","C2937410","Datasheet","https://datasheet.lcsc.com/lcsc/2201131730_prosemi-LMP25NF2P0R075_C2937410.pdf"
"WW12WR080FTL","Walsin Tech Corp","__template_resistor","symbols/resistor.SchLib","R1206","footprints/resistor.PcbLib","1206","333.3","80m","1%","±100ppm/℃","","","LCSC","C525539","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Walsin-Tech-Corp-WW12WR080FTL_C525539.pdf"
"FBF06FPPR080","PSA(Prosperity Dielectrics)","__template_resistor","symbols/resistor.SchLib","R1206","footprints/resistor.PcbLib","1206","750","80m","1%","±100ppm/℃","","","LCSC","C2981483","Datasheet","https://datasheet.lcsc.com/lcsc/2203101903_PSA-Prosperity-Dielectrics-FBF06FPPR080_C2981483.pdf"
"WSL2010R0800FEA","Vishay Intertech","__template_resistor","symbols/resistor.SchLib","R2010","footprints/resistor.PcbLib","2010","500","80m","1%","±75ppm/℃","","","LCSC","C4237034","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2312131112_Vishay-Intertech-WSL2010R0800FEA_C4237034.pdf"
"PE2512FKE070R08L","YAGEO","__template_resistor","symbols/resistor.SchLib","R2512","footprints/resistor.PcbLib","2512","1000","80m","1%","±50ppm/℃","","","LCSC","C5381029","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2311211101_YAGEO-PE2512FKE070R08L_C5381029.pdf"
"PA2512FKE7W0R08E","YAGEO","__template_resistor","symbols/resistor.SchLib","R2512","footprints/resistor.PcbLib","2512","2000","80m","1%","±50ppm/℃","","","LCSC","C728314","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2012011712_YAGEO-PA2512FKE7W0R08E_C728314.pdf"
"TLRP3A30CR091FTE","TE Connectivity","__template_resistor","symbols/resistor.SchLib","R2512","footprints/resistor.PcbLib","2512","3000","91m","1%","±25ppm/℃","","","LCSC","C4132519","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2404101132_TE-Connectivity-TLRP3A30CR091FTE_C4132519.pdf"
"PE0201FRF7W0R1L","YAGEO","__template_resistor","symbols/resistor.SchLib","R0201","footprints/resistor.PcbLib","0201","100","100m","1%","±100ppm/℃","","","LCSC","C3984865","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2311211101_YAGEO-PE0201FRF7W0R1L_C3984865.pdf"
"WW06WR100FTL","Walsin Tech Corp","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","125","100m","1%","±100ppm/℃","","","LCSC","C880798","Datasheet","https://datasheet.lcsc.com/lcsc/2010162039_Walsin-Tech-Corp-WW06WR100FTL_C880798.pdf"
"PE0603FRF470R1L","YAGEO","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","400","100m","1%","±100ppm/℃","","","LCSC","C4064459","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2404091354_YAGEO-PE0603FRF470R1L_C4064459.pdf"
"PE0805FRF070R1L","YAGEO","__template_resistor","symbols/resistor.SchLib","R0805","footprints/resistor.PcbLib","0805","125","100m","1%","±100ppm/℃","","","LCSC","C1882648","Datasheet","https://datasheet.lcsc.com/lcsc/2311211101_YAGEO-PE0805FRF070R1L_C1882648.pdf"
"PT0805FR-7W0R1L","YAGEO","__template_resistor","symbols/resistor.SchLib","R0805","footprints/resistor.PcbLib","0805","250","100m","1%","±100ppm/℃","","","LCSC","C858723","Datasheet","https://datasheet.lcsc.com/lcsc/2305241723_YAGEO-PT0805FR-7W0R1L_C858723.pdf"
"HP05W3F100LT5E","UNI-ROYAL(Uniroyal Elec)","__template_resistor","symbols/resistor.SchLib","R0805","footprints/resistor.PcbLib","0805","333.3","100m","1%","±100ppm/℃","","","LCSC","C270842","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2411081728_UNI-ROYAL-Uniroyal-Elec-HP05W3F100LT5E_C270842.pdf"
"PE0805FRF470R1L","YAGEO","__template_resistor","symbols/resistor.SchLib","R0805","footprints/resistor.PcbLib","0805","500","100m","1%","±100ppm/℃","","","LCSC","C2935234","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2201121700_YAGEO-PE0805FRF470R1L_C2935234.pdf"
"PE1206FRF070R1L","YAGEO","__template_resistor","symbols/resistor.SchLib","R1206","footprints/resistor.PcbLib","1206","250","100m","1%","±100ppm/℃","","","LCSC","C875614","Datasheet","https://datasheet.lcsc.com/lcsc/2311211101_YAGEO-PE1206FRF070R1L_C875614.pdf"
"WW12WR100FTL","Walsin Tech Corp","__template_resistor","symbols/resistor.SchLib","R1206","footprints/resistor.PcbLib","1206","333.3","100m","1%","±100ppm/℃","","","LCSC","C164014","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2202141730_Walsin-Tech-Corp-WW12WR100FTL_C164014.pdf"
"RTH06R100FTP","RALEC","__template_resistor","symbols/resistor.SchLib","R1206","footprints/resistor.PcbLib","1206","500","100m","1%","±100ppm/℃","","","LCSC","C2991271","Datasheet","https://datasheet.lcsc.com/lcsc/2204081930_RALEC-RTH06R100FTP_C2991271.pdf"
"ERJ8BWFR100V","PANASONIC","__template_resistor","symbols/resistor.SchLib","R1206","footprints/resistor.PcbLib","1206","1000","100m","1%","0ppm/℃~+100ppm/℃","","","LCSC","C411236","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/1912111437_PANASONIC-ERJ8BWFR100V_C411236.pdf"
"RCWE1210R100FKEA","Vishay Intertech","__template_resistor","symbols/resistor.SchLib","R1210","footprints/resistor.PcbLib","1210","1000","100m","1%","±100ppm/℃","","","LCSC","C2094571","Datasheet","https://datasheet.lcsc.com/lcsc/2304140030_Vishay-Intertech-RCWE1210R100FKEA_C2094571.pdf"
"WSL2010R1000FEA18","Vishay Intertech","__template_resistor","symbols/resistor.SchLib","R2010","footprints/resistor.PcbLib","2010","1000","100m","1%","±75ppm/℃","","","LCSC","C844285","Datasheet","https://datasheet.lcsc.com/lcsc/2210190530_Vishay-Intertech-WSL2010R1000FEA18_C844285.pdf"
"WSL2512R1000DEA","Vishay Intertech","__template_resistor","symbols/resistor.SchLib","R2512","footprints/resistor.PcbLib","2512","1000","100m","0.5%","±75ppm/℃","","","LCSC","C4322328","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2312181536_Vishay-Intertech-WSL2512R1000DEA_C4322328.pdf"
"PT2512FK-070R1L","YAGEO","__template_resistor","symbols/resistor.SchLib","R2512","footprints/resistor.PcbLib","2512","1000","100m","1%","±100ppm/℃","","","LCSC","C875838","Datasheet","https://datasheet.lcsc.com/lcsc/2210201630_YAGEO-PT2512FK-070R1L_C875838.pdf"
"MFL12HR100FT","FH (Guangdong Fenghua Advanced Tech)","__template_resistor","symbols/resistor.SchLib","R2512","footprints/resistor.PcbLib","2512","2000","100m","1%","±50ppm/℃","","","LCSC","C2961477","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2202090930_FH--Guangdong-Fenghua-Advanced-Tech-MFL12HR100FT_C2961477.pdf"
"CRA2512-FZ-R100ELF","BOURNS","__template_resistor","symbols/resistor.SchLib","R2512","footprints/resistor.PcbLib","2512","3000","100m","1%","±50ppm/℃","","","LCSC","C840616","Datasheet","https://datasheet.lcsc.com/lcsc/2206201701_BOURNS-CRA2512-FZ-R100ELF_C840616.pdf"
"WSR3R1000FEA","Vishay Intertech","__template_resistor","symbols/resistor.SchLib","R4527","footprints/resistor.PcbLib","4527","3000","100m","1%","±75ppm/℃","","","LCSC","C511044","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2312131229_Vishay-Intertech-WSR3R1000FEA_C511044.pdf"
