"Manufacturer Part Number","Manufacturer","SymbolName","SymbolLibrary","FootprintName","FootprintLibrary","Package","Voltage Rating","Dielectric","Capacitance","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","ComponentLink1Description","ComponentLink1URL"
"0603CG0R8C500NT","FH(Guangdong Fenghua Advanced Tech)","__template_cap","symbols/capacitor.SchLib","C0603","footprints/capacitor.PcbLib","0603","50V","C0G","0.8p","","","LCSC","C501845","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-0603CG0R8C500NT_C501845.pdf"
"0201N0R8C500CT","Walsin Tech Corp","__template_cap","symbols/capacitor.SchLib","C0201","footprints/capacitor.PcbLib","0201","50V","NP0","0.8p","","","LCSC","C880883","Datasheet","https://datasheet.lcsc.com/lcsc/2304140030_Walsin-Tech-Corp-0201N0R8C500CT_C880883.pdf"
"CC0402CRNPO9BNR80","YAGEO","__template_cap","symbols/capacitor.SchLib","C0402","footprints/capacitor.PcbLib","0402","50V","NP0","0.8p","","","LCSC","C325458","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/1811070918_YAGEO-CC0402CRNPO9BNR80_C325458.pdf"
"CC0603BRNPO9BNR80","YAGEO","__template_cap","symbols/capacitor.SchLib","C0603","footprints/capacitor.PcbLib","0603","50V","NP0","0.8p","","","LCSC","C519369","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2005141203_YAGEO-CC0603BRNPO9BNR80_C519369.pdf"
"0603CGR82C500NT","FH(Guangdong Fenghua Advanced Tech)","__template_cap","symbols/capacitor.SchLib","C0603","footprints/capacitor.PcbLib","0603","50V","C0G","0.82p","","","LCSC","C501852","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-0603CGR82C500NT_C501852.pdf"
"CC0402CRNPO9BNR82","YAGEO","__template_cap","symbols/capacitor.SchLib","C0402","footprints/capacitor.PcbLib","0402","50V","NP0","0.82p","","","LCSC","C541346","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2006151111_YAGEO-CC0402CRNPO9BNR82_C541346.pdf"
"0603NR82C500CT","Walsin Tech Corp","__template_cap","symbols/capacitor.SchLib","C0603","footprints/capacitor.PcbLib","0603","50V","NP0","0.82p","","","LCSC","C296071","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Walsin-Tech-Corp-0603NR82C500CT_C296071.pdf"
"CC0805CRNPO9BNR82","YAGEO","__template_cap","symbols/capacitor.SchLib","C0805","footprints/capacitor.PcbLib","0805","50V","NP0","0.82p","","","LCSC","C519951","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2008051835_YAGEO-CC0805CRNPO9BNR82_C519951.pdf"
"GJM0335C1ER90WB01D","Murata Electronics","__template_cap","symbols/capacitor.SchLib","C0201","footprints/capacitor.PcbLib","0201","25V","C0G","0.9p","","","LCSC","C471401","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2001071134_Murata-Electronics-GJM0335C1ER90WB01D_C471401.pdf"
"CQ0201ARNPO8BNR90","YAGEO","__template_cap","symbols/capacitor.SchLib","C0201","footprints/capacitor.PcbLib","0201","25V","NP0","0.9p","","","LCSC","C914771","Datasheet","https://datasheet.lcsc.com/lcsc/2211141030_YAGEO-CQ0201ARNPO8BNR90_C914771.pdf"
"GJM0335C1HR90WB01D","Murata Electronics","__template_cap","symbols/capacitor.SchLib","C0201","footprints/capacitor.PcbLib","0201","50V","C0G","0.9p","","","LCSC","C237299","Datasheet","https://datasheet.lcsc.com/lcsc/1912111437_Murata-Electronics-GJM0335C1HR90WB01D_C237299.pdf"
"GJM1555C1HR90WB01D","Murata Electronics","__template_cap","symbols/capacitor.SchLib","C0402","footprints/capacitor.PcbLib","0402","50V","C0G","0.9p","","","LCSC","C161350","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/1811081513_Murata-Electronics-GJM1555C1HR90WB01D_C161350.pdf"
"0603CG0R9B500NT","FH (Guangdong Fenghua Advanced Tech)","__template_cap","symbols/capacitor.SchLib","C0603","footprints/capacitor.PcbLib","0603","50V","C0G","0.9p","","","LCSC","C5126762","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2208121800_FH--Guangdong-Fenghua-Advanced-Tech-0603CG0R9B500NT_C5126762.pdf"
"RF15N0R9B500CT","Walsin Tech Corp","__template_cap","symbols/capacitor.SchLib","C0402","footprints/capacitor.PcbLib","0402","50V","NP0","0.9p","","","LCSC","C172861","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Walsin-Tech-Corp-RF15N0R9B500CT_C172861.pdf"
"GRM0335C1E1R0BA01D","Murata Electronics","__template_cap","symbols/capacitor.SchLib","C0201","footprints/capacitor.PcbLib","0201","25V","C0G","1p","","","LCSC","C88903","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Murata-Electronics-GRM0335C1E1R0BA01D_C88903.pdf"
"RF03N1R0B250CT","Walsin Tech Corp","__template_cap","symbols/capacitor.SchLib","C0201","footprints/capacitor.PcbLib","0201","25V","NP0","1p","","","LCSC","C2894171","Datasheet","https://datasheet.lcsc.com/lcsc/2109081830_Walsin-Tech-Corp-RF03N1R0B250CT_C2894171.pdf"
"CC0603CRNPO8BN1R0","YAGEO","__template_cap","symbols/capacitor.SchLib","C0603","footprints/capacitor.PcbLib","0603","25V","NP0","1p","","","LCSC","C519372","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2008122133_YAGEO-CC0603CRNPO8BN1R0_C519372.pdf"
"GRM0335C1H1R0BA01D","Murata Electronics","__template_cap","symbols/capacitor.SchLib","C0201","footprints/capacitor.PcbLib","0201","50V","C0G","1p","","","LCSC","C85893","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2410010301_Murata-Electronics-GRM0335C1H1R0BA01D_C85893.pdf"
"0402CG1R0C500NT","FH(Guangdong Fenghua Advanced Tech)","__template_cap","symbols/capacitor.SchLib","C0402","footprints/capacitor.PcbLib","0402","50V","C0G","1p","","","LCSC","C1550","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-0402CG1R0C500NT_C1550.pdf"
"FCC0603N1R0C500CT","FOJAN","__template_cap","symbols/capacitor.SchLib","C0603","footprints/capacitor.PcbLib","0603","50V","C0G","1p","","","LCSC","C5137611","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2208181800_FOJAN-FCC0603N1R0C500CT_C5137611.pdf"
"0805CG1R0C500NT","FH(Guangdong Fenghua Advanced Tech)","__template_cap","symbols/capacitor.SchLib","C0805","footprints/capacitor.PcbLib","0805","50V","C0G","1p","","","LCSC","C1786","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-0805CG1R0C500NT_C1786.pdf"
"1206CG1R0C500NT","FH(Guangdong Fenghua Advanced Tech)","__template_cap","symbols/capacitor.SchLib","C1206","footprints/capacitor.PcbLib","1206","50V","C0G","1p","","","LCSC","C1891","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-1206CG1R0C500NT_C1891.pdf"
"C0603NP0109BGTS","Darfon Elec","__template_cap","symbols/capacitor.SchLib","C0201","footprints/capacitor.PcbLib","0201","50V","NP0","1p","","","LCSC","C312122","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Darfon-Elec-C0603NP0109BGTS_C312122.pdf"
"CC0402BRNPO9BN1R0","YAGEO","__template_cap","symbols/capacitor.SchLib","C0402","footprints/capacitor.PcbLib","0402","50V","NP0","1p","","","LCSC","C309455","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_YAGEO-CC0402BRNPO9BN1R0_C309455.pdf"
"CC0603BRNPO9BN1R0","YAGEO","__template_cap","symbols/capacitor.SchLib","C0603","footprints/capacitor.PcbLib","0603","50V","NP0","1p","","","LCSC","C115062","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2007151105_YAGEO-CC0603BRNPO9BN1R0_C115062.pdf"
"CC0805CRNPO9BN1R0","YAGEO","__template_cap","symbols/capacitor.SchLib","C0805","footprints/capacitor.PcbLib","0805","50V","NP0","1p","","","LCSC","C513668","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2004231433_YAGEO-CC0805CRNPO9BN1R0_C513668.pdf"
"GCM1885C2A1R0BA16D","Murata Electronics","__template_cap","symbols/capacitor.SchLib","C0603","footprints/capacitor.PcbLib","0603","100V","C0G","1p","","","LCSC","C1864706","Datasheet","https://datasheet.lcsc.com/lcsc/2201271830_Murata-Electronics-GCM1885C2A1R0BA16D_C1864706.pdf"
"CC0603BRNPO0BN1R0","YAGEO","__template_cap","symbols/capacitor.SchLib","C0603","footprints/capacitor.PcbLib","0603","100V","NP0","1p","","","LCSC","C576760","Datasheet","https://datasheet.lcsc.com/lcsc/2201131030_YAGEO-CC0603BRNPO0BN1R0_C576760.pdf"
"0603N1R0C251CT","Walsin Tech Corp","__template_cap","symbols/capacitor.SchLib","C0603","footprints/capacitor.PcbLib","0603","250V","C0G","1p","","","LCSC","C3890240","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2309201534_Walsin-Tech-Corp-0603N1R0C251CT_C3890240.pdf"
"251R14S1R0BV4T","Johanson Dielectrics","__template_cap","symbols/capacitor.SchLib","C0603","footprints/capacitor.PcbLib","0603","250V","NP0","1p","","","LCSC","C2170081","Datasheet","https://datasheet.lcsc.com/lcsc/2304140030_Johanson-Dielectrics-251R14S1R0BV4T_C2170081.pdf"
"0201CG1R1B250NT","FH (Guangdong Fenghua Advanced Tech)","__template_cap","symbols/capacitor.SchLib","C0201","footprints/capacitor.PcbLib","0201","25V","C0G","1.1p","","","LCSC","C2857962","Datasheet","https://datasheet.lcsc.com/lcsc/2108150230_FH--Guangdong-Fenghua-Advanced-Tech-0201CG1R1B250NT_C2857962.pdf"
"CQ0201ARNPO8BN1R1","YAGEO","__template_cap","symbols/capacitor.SchLib","C0201","footprints/capacitor.PcbLib","0201","25V","NP0","1.1p","","","LCSC","C2930552","Datasheet","https://datasheet.lcsc.com/lcsc/2201121500_YAGEO-CQ0201ARNPO8BN1R1_C2930552.pdf"
"GRM0335C1H1R1BA01D","Murata Electronics","__template_cap","symbols/capacitor.SchLib","C0201","footprints/capacitor.PcbLib","0201","50V","C0G","1.1p","","","LCSC","C384969","Datasheet","https://datasheet.lcsc.com/lcsc/2304140030_Murata-Electronics-GRM0335C1H1R1BA01D_C384969.pdf"
"GJM1555C1H1R1BB01D","Murata Electronics","__template_cap","symbols/capacitor.SchLib","C0402","footprints/capacitor.PcbLib","0402","50V","C0G","1.1p","","","LCSC","C161308","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2410010330_Murata-Electronics-GJM1555C1H1R1BB01D_C161308.pdf"
"RF15N1R1B500CT","Walsin Tech Corp","__template_cap","symbols/capacitor.SchLib","C0402","footprints/capacitor.PcbLib","0402","50V","NP0","1.1p","","","LCSC","C180259","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Walsin-Tech-Corp-RF15N1R1B500CT_C180259.pdf"
"CC0603BRNPO9BN1R1","YAGEO","__template_cap","symbols/capacitor.SchLib","C0603","footprints/capacitor.PcbLib","0603","50V","NP0","1.1p","","","LCSC","C519097","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2007161233_YAGEO-CC0603BRNPO9BN1R1_C519097.pdf"
"GQM1875C2E1R1BB12D","Murata Electronics","__template_cap","symbols/capacitor.SchLib","C0603","footprints/capacitor.PcbLib","0603","250V","C0G","1.1p","","","LCSC","C3863168","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2308111751_Murata-Electronics-GQM1875C2E1R1BB12D_C3863168.pdf"
"FN15N1R2B160PNG","PSA(Prosperity Dielectrics)","__template_cap","symbols/capacitor.SchLib","C0402","footprints/capacitor.PcbLib","0402","16V","C0G","1.2p","","","LCSC","C2929129","Datasheet","https://datasheet.lcsc.com/lcsc/2201121400_PSA-Prosperity-Dielectrics-FN15N1R2B160PNG_C2929129.pdf"
"0201N1R2C250CT","Walsin Tech Corp","__template_cap","symbols/capacitor.SchLib","C0201","footprints/capacitor.PcbLib","0201","25V","C0G","1.2p","","","LCSC","C3848064","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2309201533_Walsin-Tech-Corp-0201N1R2C250CT_C3848064.pdf"
"CQ0201CRNPO8BN1R2","YAGEO","__template_cap","symbols/capacitor.SchLib","C0201","footprints/capacitor.PcbLib","0201","25V","NP0","1.2p","","","LCSC","C1855072","Datasheet","https://datasheet.lcsc.com/lcsc/2201271230_YAGEO-CQ0201CRNPO8BN1R2_C1855072.pdf"
"GRM0335C1H1R2BA01D","Murata Electronics","__template_cap","symbols/capacitor.SchLib","C0201","footprints/capacitor.PcbLib","0201","50V","C0G","1.2p","","","LCSC","C85895","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2410010301_Murata-Electronics-GRM0335C1H1R2BA01D_C85895.pdf"
"0402CG1R2C500NT","FH(Guangdong Fenghua Advanced Tech)","__template_cap","symbols/capacitor.SchLib","C0402","footprints/capacitor.PcbLib","0402","50V","C0G","1.2p","","","LCSC","C1551","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-0402CG1R2C500NT_C1551.pdf"
"0603CG1R2C500NT","FH(Guangdong Fenghua Advanced Tech)","__template_cap","symbols/capacitor.SchLib","C0603","footprints/capacitor.PcbLib","0603","50V","C0G","1.2p","","","LCSC","C1638","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-0603CG1R2C500NT_C1638.pdf"
"0805CG1R2C500NT","FH(Guangdong Fenghua Advanced Tech)","__template_cap","symbols/capacitor.SchLib","C0805","footprints/capacitor.PcbLib","0805","50V","C0G","1.2p","","","LCSC","C1787","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-0805CG1R2C500NT_C1787.pdf"
"CC0201BRNPO9BN1R2","YAGEO","__template_cap","symbols/capacitor.SchLib","C0201","footprints/capacitor.PcbLib","0201","50V","NP0","1.2p","","","LCSC","C326704","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/1811151646_YAGEO-CC0201BRNPO9BN1R2_C326704.pdf"
"CC0402BRNPO9BN1R2","YAGEO","__template_cap","symbols/capacitor.SchLib","C0402","footprints/capacitor.PcbLib","0402","50V","NP0","1.2p","","","LCSC","C327292","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_YAGEO-CC0402BRNPO9BN1R2_C327292.pdf"
"CC0603BRNPO9BN1R2","YAGEO","__template_cap","symbols/capacitor.SchLib","C0603","footprints/capacitor.PcbLib","0603","50V","NP0","1.2p","","","LCSC","C519098","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2008031233_YAGEO-CC0603BRNPO9BN1R2_C519098.pdf"
"0805N1R2C500CT","Walsin Tech Corp","__template_cap","symbols/capacitor.SchLib","C0805","footprints/capacitor.PcbLib","0805","50V","NP0","1.2p","","","LCSC","C296088","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Walsin-Tech-Corp-0805N1R2C500CT_C296088.pdf"
"RF03N1R3B250CT","Walsin Tech Corp","__template_cap","symbols/capacitor.SchLib","C0201","footprints/capacitor.PcbLib","0201","25V","NP0","1.3p","","","LCSC","C2894182","Datasheet","https://datasheet.lcsc.com/lcsc/2109081830_Walsin-Tech-Corp-RF03N1R3B250CT_C2894182.pdf"
"GRM0335C1H1R3BA01D","Murata Electronics","__template_cap","symbols/capacitor.SchLib","C0201","footprints/capacitor.PcbLib","0201","50V","C0G","1.3p","","","LCSC","C237529","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/1912111437_Murata-Electronics-GRM0335C1H1R3BA01D_C237529.pdf"
"GJM1555C1H1R3WB01D","Murata Electronics","__template_cap","symbols/capacitor.SchLib","C0402","footprints/capacitor.PcbLib","0402","50V","C0G","1.3p","","","LCSC","C88880","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Murata-Electronics-GJM1555C1H1R3WB01D_C88880.pdf"
"0603CG1R3B500NT","FH(Guangdong Fenghua Advanced Tech)","__template_cap","symbols/capacitor.SchLib","C0603","footprints/capacitor.PcbLib","0603","50V","C0G","1.3p","","","LCSC","C574057","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2006011905_FH--Guangdong-Fenghua-Advanced-Tech-0603CG1R3B500NT_C574057.pdf"
"CC0402BRNPO9BN1R3","YAGEO","__template_cap","symbols/capacitor.SchLib","C0402","footprints/capacitor.PcbLib","0402","50V","NP0","1.3p","","","LCSC","C327229","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/1811141225_YAGEO-CC0402BRNPO9BN1R3_C327229.pdf"
"CQ0603BRNPO9BN1R3","YAGEO","__template_cap","symbols/capacitor.SchLib","C0603","footprints/capacitor.PcbLib","0603","50V","NP0","1.3p","","","LCSC","C1855248","Datasheet","https://datasheet.lcsc.com/lcsc/2201271230_YAGEO-CQ0603BRNPO9BN1R3_C1855248.pdf"
"GJM0335C1E1R4WB01D","Murata Electronics","__template_cap","symbols/capacitor.SchLib","C0201","footprints/capacitor.PcbLib","0201","25V","C0G","1.4p","","","LCSC","C710727","Datasheet","https://datasheet.lcsc.com/lcsc/2210190600_Murata-Electronics-GJM0335C1E1R4WB01D_C710727.pdf"
"RF03N1R4B250CT","Walsin Tech Corp","__template_cap","symbols/capacitor.SchLib","C0201","footprints/capacitor.PcbLib","0201","25V","NP0","1.4p","","","LCSC","C396862","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Walsin-Tech-Corp-RF03N1R4B250CT_C396862.pdf"
"GJM1555C1H1R4BB01D","Murata Electronics","__template_cap","symbols/capacitor.SchLib","C0402","footprints/capacitor.PcbLib","0402","50V","C0G","1.4p","","","LCSC","C161310","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2410010330_Murata-Electronics-GJM1555C1H1R4BB01D_C161310.pdf"
"CQ0201BRNPO9BN1R4","YAGEO","__template_cap","symbols/capacitor.SchLib","C0201","footprints/capacitor.PcbLib","0201","50V","NP0","1.4p","","","LCSC","C2936592","Datasheet","https://datasheet.lcsc.com/lcsc/2201121730_YAGEO-CQ0201BRNPO9BN1R4_C2936592.pdf"
"CQ0402BRNPO9BN1R4","YAGEO","__template_cap","symbols/capacitor.SchLib","C0402","footprints/capacitor.PcbLib","0402","50V","NP0","1.4p","","","LCSC","C2187968","Datasheet","https://datasheet.lcsc.com/lcsc/2202041730_YAGEO-CQ0402BRNPO9BN1R4_C2187968.pdf"
"0201CG1R5C250NT","FH (Guangdong Fenghua Advanced Tech)","__template_cap","symbols/capacitor.SchLib","C0201","footprints/capacitor.PcbLib","0201","25V","C0G","1.5p","","","LCSC","C301903","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-0201CG1R5C250NT_C301903.pdf"
"CQ0201BRNPO8BN1R5","YAGEO","__template_cap","symbols/capacitor.SchLib","C0201","footprints/capacitor.PcbLib","0201","25V","NP0","1.5p","","","LCSC","C577357","Datasheet","https://datasheet.lcsc.com/lcsc/2206221715_YAGEO-CQ0201BRNPO8BN1R5_C577357.pdf"
"GRM0335C1H1R5BA01D","Murata Electronics","__template_cap","symbols/capacitor.SchLib","C0201","footprints/capacitor.PcbLib","0201","50V","C0G","1.5p","","","LCSC","C161414","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/1811081521_Murata-Electronics-GRM0335C1H1R5BA01D_C161414.pdf"
"0402CG1R5C500NT","FH(Guangdong Fenghua Advanced Tech)","__template_cap","symbols/capacitor.SchLib","C0402","footprints/capacitor.PcbLib","0402","50V","C0G","1.5p","","","LCSC","C1552","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-0402CG1R5C500NT_C1552.pdf"
"0603CG1R5C500NT","FH(Guangdong Fenghua Advanced Tech)","__template_cap","symbols/capacitor.SchLib","C0603","footprints/capacitor.PcbLib","0603","50V","C0G","1.5p","","","LCSC","C1639","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-0603CG1R5C500NT_C1639.pdf"
"0805CG1R5C500NT","FH(Guangdong Fenghua Advanced Tech)","__template_cap","symbols/capacitor.SchLib","C0805","footprints/capacitor.PcbLib","0805","50V","C0G","1.5p","","","LCSC","C1788","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-0805CG1R5C500NT_C1788.pdf"
"1206CG1R5C500NT","FH(Guangdong Fenghua Advanced Tech)","__template_cap","symbols/capacitor.SchLib","C1206","footprints/capacitor.PcbLib","1206","50V","C0G","1.5p","","","LCSC","C1892","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-1206CG1R5C500NT_C1892.pdf"
"RF03N1R5A500CT","Walsin Tech Corp","__template_cap","symbols/capacitor.SchLib","C0201","footprints/capacitor.PcbLib","0201","50V","NP0","1.5p","","","LCSC","C2991403","Datasheet","https://datasheet.lcsc.com/lcsc/2204081930_Walsin-Tech-Corp-RF03N1R5A500CT_C2991403.pdf"
"CC0402BRNPO9BN1R5","YAGEO","__template_cap","symbols/capacitor.SchLib","C0402","footprints/capacitor.PcbLib","0402","50V","NP0","1.5p","","","LCSC","C282238","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_YAGEO-CC0402BRNPO9BN1R5_C282238.pdf"
"CC0603BRNPO9BN1R5","YAGEO","__template_cap","symbols/capacitor.SchLib","C0603","footprints/capacitor.PcbLib","0603","50V","NP0","1.5p","","","LCSC","C519100","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2005181834_YAGEO-CC0603BRNPO9BN1R5_C519100.pdf"
"CC0805CRNPO9BN1R5","YAGEO","__template_cap","symbols/capacitor.SchLib","C0805","footprints/capacitor.PcbLib","0805","50V","NP0","1.5p","","","LCSC","C519931","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2005141203_YAGEO-CC0805CRNPO9BN1R5_C519931.pdf"
"GQM1875C2E1R5BB12D","Murata Electronics","__template_cap","symbols/capacitor.SchLib","C0603","footprints/capacitor.PcbLib","0603","250V","C0G","1.5p","","","LCSC","C3869699","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2308111753_Murata-Electronics-GQM1875C2E1R5BB12D_C3869699.pdf"
"GJM0335C1E1R6CB01D","Murata Electronics","__template_cap","symbols/capacitor.SchLib","C0201","footprints/capacitor.PcbLib","0201","2.5V","C0G","1.6p","","","LCSC","C2931056","Datasheet","https://datasheet.lcsc.com/lcsc/2202161830_Murata-Electronics-GJM0335C1E1R6CB01D_C2931056.pdf"
"GJM0335C1E1R6BB01D","Murata Electronics","__template_cap","symbols/capacitor.SchLib","C0201","footprints/capacitor.PcbLib","0201","25V","C0G","1.6p","","","LCSC","C161284","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2410010330_Murata-Electronics-GJM0335C1E1R6BB01D_C161284.pdf"
