"Manufacturer Part Number","Manufacturer","SymbolName","SymbolLibrary","FootprintName","FootprintLibrary","Package","Z @ 100 MHz","DCR (mOhms)","Current Rating (mA)","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","ComponentLink1Description","ComponentLink1URL"
"GZ1005D501CTF","Sunlord","__template_fb","symbols/inductor.SchLib","FB0402","footprints/inductor.PcbLib","0402","500","500","250","","","LCSC","C361552","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2310301640_Sunlord-GZ1005D501CTF_C361552.pdf"
"MMZ1005Y601CT000","TDK","__template_fb","symbols/inductor.SchLib","FB0402","footprints/inductor.PcbLib","0402","600","540","250","","","LCSC","C87552","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_TDK-MMZ1005Y601CT000_C87552.pdf"
"GZ1005D601CTF","Sunlord","__template_fb","symbols/inductor.SchLib","FB0402","footprints/inductor.PcbLib","0402","600","500","250","","","LCSC","C92621","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2310301640_Sunlord-GZ1005D601CTF_C92621.pdf"
"BLM15HD102SN1D","Murata Electronics","__template_fb","symbols/inductor.SchLib","FB0402","footprints/inductor.PcbLib","0402","1000","1250","250","","","LCSC","C21516","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/1811091923_Murata-Electronics-BLM15HD102SN1D_C21516.pdf"
"BLM15HG102SN1D","Murata Electronics","__template_fb","symbols/inductor.SchLib","FB0402","footprints/inductor.PcbLib","0402","1000","1100","250","","","LCSC","C76889","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Murata-Electronics-BLM15HG102SN1D_C76889.pdf"
"BLM15BX182SN1D","Murata Electronics","__template_fb","symbols/inductor.SchLib","FB0402","footprints/inductor.PcbLib","0402","1800","900","250","","","LCSC","C701292","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Murata-Electronics-BLM15BX182SN1D_C701292.pdf"
"NFZ15SG462SN10D","Murata Electronics","__template_fb","symbols/inductor.SchLib","FB0402","footprints/inductor.PcbLib","0402","4600","1650","270","","","LCSC","C237605","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Murata-Electronics-NFZ15SG462SN10D_C237605.pdf"
"CBG100505U000T","FH(Guangdong Fenghua Advanced Tech)","__template_fb","symbols/inductor.SchLib","FB0402","footprints/inductor.PcbLib","0402","0","100","300","","","LCSC","C139137","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-CBG100505U000T_C139137.pdf"
"BLM15BA050SZ1D","Murata Electronics","__template_fb","symbols/inductor.SchLib","FB0402","footprints/inductor.PcbLib","0402","5","150","300","","","LCSC","C2941921","Datasheet","https://datasheet.lcsc.com/lcsc/2201131730_Murata-Electronics-BLM15BA050SZ1D_C2941921.pdf"
"SCBG100505U090T","Yanchuang","__template_fb","symbols/inductor.SchLib","FB0402","footprints/inductor.PcbLib","0402","9","100","300","","","LCSC","C480823","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Yanchuang-SCBG100505U090T_C480823.pdf"
"BLM15BA100SN1D","Murata Electronics","__template_fb","symbols/inductor.SchLib","FB0402","footprints/inductor.PcbLib","0402","10","200","300","","","LCSC","C113007","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Murata-Electronics-BLM15BA100SN1D_C113007.pdf"
"BLM15BB100SZ1D","Murata Electronics","__template_fb","symbols/inductor.SchLib","FB0402","footprints/inductor.PcbLib","0402","10","100","300","","","LCSC","C710331","Datasheet","https://datasheet.lcsc.com/lcsc/2304140030_Murata-Electronics-BLM15BB100SZ1D_C710331.pdf"
"SCBG100505U110T","Yanchuang","__template_fb","symbols/inductor.SchLib","FB0402","footprints/inductor.PcbLib","0402","11","100","300","","","LCSC","C480824","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Yanchuang-SCBG100505U110T_C480824.pdf"
"MGGB1005M190HT-LF","microgate","__template_fb","symbols/inductor.SchLib","FB0402","footprints/inductor.PcbLib","0402","19","50","300","","","LCSC","C281132","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_microgate-MGGB1005M190HT-LF_C281132.pdf"
"SCBG100505U190T","Yanchuang","__template_fb","symbols/inductor.SchLib","FB0402","footprints/inductor.PcbLib","0402","19","100","300","","","LCSC","C480826","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Yanchuang-SCBG100505U190T_C480826.pdf"
"ILBB0402ER200V","Vishay Intertech","__template_fb","symbols/inductor.SchLib","FB0402","footprints/inductor.PcbLib","0402","20","130","300","","","LCSC","C2661899","Datasheet","https://datasheet.lcsc.com/lcsc/2304140030_Vishay-Intertech-ILBB0402ER200V_C2661899.pdf"
"BLM15BA220SN1D","Murata Electronics","__template_fb","symbols/inductor.SchLib","FB0402","footprints/inductor.PcbLib","0402","22","300","300","","","LCSC","C85816","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Murata-Electronics-BLM15BA220SN1D_C85816.pdf"
"BLM15BB220SN1D","Murata Electronics","__template_fb","symbols/inductor.SchLib","FB0402","footprints/inductor.PcbLib","0402","22","200","300","","","LCSC","C596497","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Murata-Electronics-BLM15BB220SN1D_C596497.pdf"
"EBMS100505A300","HYHONGYEX","__template_fb","symbols/inductor.SchLib","FB0402","footprints/inductor.PcbLib","0402","30","200","300","","","LCSC","C963837","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_HYHONGYEX-EBMS100505A300_C963837.pdf"
"MCB1005S300FBP","INPAQ","__template_fb","symbols/inductor.SchLib","FB0402","footprints/inductor.PcbLib","0402","30","250","300","","","LCSC","C964127","Datasheet","https://datasheet.lcsc.com/lcsc/2012231310_INPAQ-MCB1005S300FBP_C964127.pdf"
"SCBG100505U310T","Yanchuang","__template_fb","symbols/inductor.SchLib","FB0402","footprints/inductor.PcbLib","0402","31","200","300","","","LCSC","C480828","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Yanchuang-SCBG100505U310T_C480828.pdf"
"SZ1005F330TF","Sunlord","__template_fb","symbols/inductor.SchLib","FB0402","footprints/inductor.PcbLib","0402","33","400","300","","","LCSC","C96979","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2310301641_Sunlord-SZ1005F330TF_C96979.pdf"
"SCBG100505U360T","Yanchuang","__template_fb","symbols/inductor.SchLib","FB0402","footprints/inductor.PcbLib","0402","36","200","300","","","LCSC","C480829","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Yanchuang-SCBG100505U360T_C480829.pdf"
"BLM15BB470SN1D","Murata Electronics","__template_fb","symbols/inductor.SchLib","FB0402","footprints/inductor.PcbLib","0402","47","350","300","","","LCSC","C76887","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Murata-Electronics-BLM15BB470SN1D_C76887.pdf"
"MCB1005H750FBP","INPAQ","__template_fb","symbols/inductor.SchLib","FB0402","footprints/inductor.PcbLib","0402","75","400","300","","","LCSC","C964128","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2012171941_INPAQ-MCB1005H750FBP_C964128.pdf"
"EBMS100505A750","HYHONGYEX","__template_fb","symbols/inductor.SchLib","FB0402","footprints/inductor.PcbLib","0402","75","250","300","","","LCSC","C963838","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_HYHONGYEX-EBMS100505A750_C963838.pdf"
"BLM15BB121SN1D","Murata Electronics","__template_fb","symbols/inductor.SchLib","FB0402","footprints/inductor.PcbLib","0402","120","550","300","","","LCSC","C85817","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Murata-Electronics-BLM15BB121SN1D_C85817.pdf"
"BLM15HB121SN1D","Murata Electronics","__template_fb","symbols/inductor.SchLib","FB0402","footprints/inductor.PcbLib","0402","120","700","300","","","LCSC","C88965","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Murata-Electronics-BLM15HB121SN1D_C88965.pdf"
"EBMS100505A121","HYHONGYEX","__template_fb","symbols/inductor.SchLib","FB0402","footprints/inductor.PcbLib","0402","120","400","300","","","LCSC","C963839","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_HYHONGYEX-EBMS100505A121_C963839.pdf"
"CBW100505U201T","FH(Guangdong Fenghua Advanced Tech)","__template_fb","symbols/inductor.SchLib","FB0402","footprints/inductor.PcbLib","0402","200","400","300","","","LCSC","C394456","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-CBW100505U201T_C394456.pdf"
"CBW100505U221T","FH(Guangdong Fenghua Advanced Tech)","__template_fb","symbols/inductor.SchLib","FB0402","footprints/inductor.PcbLib","0402","220","400","300","","","LCSC","C124087","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-CBW100505U221T_C124087.pdf"
"HZ1005D221TFB01","Sunlord","__template_fb","symbols/inductor.SchLib","FB0402","footprints/inductor.PcbLib","0402","220","500","300","","","LCSC","C185880","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2310301640_Sunlord-HZ1005D221TFB01_C185880.pdf"
"EBMS100505A221","HYHONGYEX","__template_fb","symbols/inductor.SchLib","FB0402","footprints/inductor.PcbLib","0402","220","700","300","","","LCSC","C963840","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_HYHONGYEX-EBMS100505A221_C963840.pdf"
"GZ1005D241CTF","Sunlord","__template_fb","symbols/inductor.SchLib","FB0402","footprints/inductor.PcbLib","0402","240","300","300","","","LCSC","C92626","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2310301640_Sunlord-GZ1005D241CTF_C92626.pdf"
"CBW100505U301T","FH(Guangdong Fenghua Advanced Tech)","__template_fb","symbols/inductor.SchLib","FB0402","footprints/inductor.PcbLib","0402","300","500","300","","","LCSC","C124086","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-CBW100505U301T_C124086.pdf"
"NFZ15SG331SN11D","Murata Electronics","__template_fb","symbols/inductor.SchLib","FB0402","footprints/inductor.PcbLib","0402","330","300","300","","","LCSC","C2986272","Datasheet","https://datasheet.lcsc.com/lcsc/2204211700_Murata-Electronics-NFZ15SG331SN11D_C2986272.pdf"
"GZ1005U421CTF","Sunlord","__template_fb","symbols/inductor.SchLib","FB0402","footprints/inductor.PcbLib","0402","420","520","300","","","LCSC","C361556","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2310301640_Sunlord-GZ1005U421CTF_C361556.pdf"
"FCM1005KF-471T03","TAI-TECH","__template_fb","symbols/inductor.SchLib","FB0402","footprints/inductor.PcbLib","0402","470","650","300","","","LCSC","C133928","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2009171304_TAI-TECH-FCM1005KF-471T03_C133928.pdf"
"GHB1005KF-471T03","TAI-TECH","__template_fb","symbols/inductor.SchLib","FB0402","footprints/inductor.PcbLib","0402","470","850","300","","","LCSC","C304300","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2009171410_TAI-TECH-GHB1005KF-471T03_C304300.pdf"
"BLM15AG601SN1D","Murata Electronics","__template_fb","symbols/inductor.SchLib","FB0402","footprints/inductor.PcbLib","0402","600","520","300","","","LCSC","C76884","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Murata-Electronics-BLM15AG601SN1D_C76884.pdf"
"BLM15HG601SN1D","Murata Electronics","__template_fb","symbols/inductor.SchLib","FB0402","footprints/inductor.PcbLib","0402","600","700","300","","","LCSC","C76890","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Murata-Electronics-BLM15HG601SN1D_C76890.pdf"
"MMZ1005S601ET000","TDK","__template_fb","symbols/inductor.SchLib","FB0402","footprints/inductor.PcbLib","0402","600","650","300","","","LCSC","C87550","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_TDK-MMZ1005S601ET000_C87550.pdf"
"BLM15HD601SN1D","Murata Electronics","__template_fb","symbols/inductor.SchLib","FB0402","footprints/inductor.PcbLib","0402","600","850","300","","","LCSC","C88967","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Murata-Electronics-BLM15HD601SN1D_C88967.pdf"
"GZ1005U601CTF","Sunlord","__template_fb","symbols/inductor.SchLib","FB0402","footprints/inductor.PcbLib","0402","600","550","300","","","LCSC","C96691","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2310301640_Sunlord-GZ1005U601CTF_C96691.pdf"
"MCB1005B601FBP","INPAQ","__template_fb","symbols/inductor.SchLib","FB0402","footprints/inductor.PcbLib","0402","600","600","300","","","LCSC","C964131","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_INPAQ-MCB1005B601FBP_C964131.pdf"
"FCM1005KF-601T03","TAI-TECH","__template_fb","symbols/inductor.SchLib","FB0402","footprints/inductor.PcbLib","0402","600","800","300","","","LCSC","C427432","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2009171442_TAI-TECH-FCM1005KF-601T03_C427432.pdf"
"EBMS100505A601","HYHONGYEX","__template_fb","symbols/inductor.SchLib","FB0402","footprints/inductor.PcbLib","0402","600","1000","300","","","LCSC","C963842","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_HYHONGYEX-EBMS100505A601_C963842.pdf"
"BLM15AG102SN1D","Murata Electronics","__template_fb","symbols/inductor.SchLib","FB0402","footprints/inductor.PcbLib","0402","1000","650","300","","","LCSC","C76883","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Murata-Electronics-BLM15AG102SN1D_C76883.pdf"
"GZ1005U102CTF","Sunlord","__template_fb","symbols/inductor.SchLib","FB0402","footprints/inductor.PcbLib","0402","1000","580","300","","","LCSC","C96687","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2310301640_Sunlord-GZ1005U102CTF_C96687.pdf"
"YB100505U102-0R3T","YJYCOIN","__template_fb","symbols/inductor.SchLib","FB0402","footprints/inductor.PcbLib","0402","1000","1000","300","","","LCSC","C3011206","Datasheet","https://datasheet.lcsc.com/lcsc/2205091530_YJYCOIN-YB100505U102-0R3T_C3011206.pdf"
"NBQ100505T-121Y-N","Chilisin Elec","__template_fb","symbols/inductor.SchLib","FB0402","footprints/inductor.PcbLib","0402","120","400","350","","","LCSC","C285681","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/1912111437_Chilisin-Elec-NBQ100505T-121Y-N_C285681.pdf"
"BLM15BC121SN1D","Murata Electronics","__template_fb","symbols/inductor.SchLib","FB0402","footprints/inductor.PcbLib","0402","120","450","350","","","LCSC","C701306","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Murata-Electronics-BLM15BC121SN1D_C701306.pdf"
"BLM15BX601SN1D","Murata Electronics","__template_fb","symbols/inductor.SchLib","FB0402","footprints/inductor.PcbLib","0402","600","460","350","","","LCSC","C710336","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Murata-Electronics-BLM15BX601SN1D_C710336.pdf"
"BLM15AX102SN1D","Murata Electronics","__template_fb","symbols/inductor.SchLib","FB0402","footprints/inductor.PcbLib","0402","1000","490","350","","","LCSC","C85815","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Murata-Electronics-BLM15AX102SN1D_C85815.pdf"
"MMZ1005S102HT000","TDK","__template_fb","symbols/inductor.SchLib","FB0402","footprints/inductor.PcbLib","0402","1000","490","360","","","LCSC","C193412","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2410010332_TDK-MMZ1005S102HT000_C193412.pdf"
"MMZ1005Y121CT000","TDK","__template_fb","symbols/inductor.SchLib","FB0402","footprints/inductor.PcbLib","0402","120","180","400","","","LCSC","C107324","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/1809051314_TDK-MMZ1005Y121CT000_C107324.pdf"
"SZ1005K121TF","Sunlord","__template_fb","symbols/inductor.SchLib","FB0402","footprints/inductor.PcbLib","0402","120","400","400","","","LCSC","C96983","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2310301641_Sunlord-SZ1005K121TF_C96983.pdf"
"MMZ1005B121CT000","TDK","__template_fb","symbols/inductor.SchLib","FB0402","footprints/inductor.PcbLib","0402","120","250","400","","","LCSC","C307757","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/1811030912_TDK-MMZ1005B121CT000_C307757.pdf"
"MAF1005GAD152AT000","TDK","__template_fb","symbols/inductor.SchLib","FB0402","footprints/inductor.PcbLib","0402","200","700","400","","","LCSC","C413911","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_TDK-MAF1005GAD152AT000_C413911.pdf"
"GZ1005U221CTF","Sunlord","__template_fb","symbols/inductor.SchLib","FB0402","footprints/inductor.PcbLib","0402","220","300","400","","","LCSC","C92625","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2310301640_Sunlord-GZ1005U221CTF_C92625.pdf"
"MMZ1005S241CT000","TDK","__template_fb","symbols/inductor.SchLib","FB0402","footprints/inductor.PcbLib","0402","240","280","400","","","LCSC","C87549","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_TDK-MMZ1005S241CT000_C87549.pdf"
"SBY100505T-241Y-N","Chilisin Elec","__template_fb","symbols/inductor.SchLib","FB0402","footprints/inductor.PcbLib","0402","240","400","400","","","LCSC","C329646","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2409291934_Chilisin-Elec-SBY100505T-241Y-N_C329646.pdf"
"FCM1005KF-102T04","TAI-TECH","__template_fb","symbols/inductor.SchLib","FB0402","footprints/inductor.PcbLib","0402","1000","1100","400","","","LCSC","C304239","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2009171409_TAI-TECH-FCM1005KF-102T04_C304239.pdf"
"MMZ1005S601HTD25","TDK","__template_fb","symbols/inductor.SchLib","FB0402","footprints/inductor.PcbLib","0402","600","340","440","","","LCSC","C404717","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_TDK-MMZ1005S601HTD25_C404717.pdf"
"MPZ1005F470ETD25","TDK","__template_fb","symbols/inductor.SchLib","FB0402","footprints/inductor.PcbLib","0402","47","450","450","","","LCSC","C880687","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2010170834_TDK-MPZ1005F470ETD25_C880687.pdf"
"GZ1005D800CTF","Sunlord","__template_fb","symbols/inductor.SchLib","FB0402","footprints/inductor.PcbLib","0402","80","160","450","","","LCSC","C361550","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2310301640_Sunlord-GZ1005D800CTF_C361550.pdf"
"CBW100505U101T","FH(Guangdong Fenghua Advanced Tech)","__template_fb","symbols/inductor.SchLib","FB0402","footprints/inductor.PcbLib","0402","100","200","450","","","LCSC","C124089","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2410010301_FH--Guangdong-Fenghua-Advanced-Tech-CBW100505U101T_C124089.pdf"
"CBW100505U121T","FH(Guangdong Fenghua Advanced Tech)","__template_fb","symbols/inductor.SchLib","FB0402","footprints/inductor.PcbLib","0402","120","250","450","","","LCSC","C124088","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-CBW100505U121T_C124088.pdf"
"CBW100505U151T","FH(Guangdong Fenghua Advanced Tech)","__template_fb","symbols/inductor.SchLib","FB0402","footprints/inductor.PcbLib","0402","150","250","450","","","LCSC","C394454","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-CBW100505U151T_C394454.pdf"
"BLM15AG221SN1D","Murata Electronics","__template_fb","symbols/inductor.SchLib","FB0402","footprints/inductor.PcbLib","0402","220","290","450","","","LCSC","C85813","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Murata-Electronics-BLM15AG221SN1D_C85813.pdf"
"PZ1005E601-R45TF","Sunlord","__template_fb","symbols/inductor.SchLib","FB0402","footprints/inductor.PcbLib","0402","600","340","450","","","LCSC","C96722","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2310301641_Sunlord-PZ1005E601-R45TF_C96722.pdf"
"SBY100505T-100Y-N","Chilisin Elec","__template_fb","symbols/inductor.SchLib","FB0402","footprints/inductor.PcbLib","0402","10","50","500","","","LCSC","C285645","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2409291934_Chilisin-Elec-SBY100505T-100Y-N_C285645.pdf"
"MMZ1005D100CT000","TDK","__template_fb","symbols/inductor.SchLib","FB0402","footprints/inductor.PcbLib","0402","10","100","500","","","LCSC","C531292","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2006191008_TDK-MMZ1005D100CT000_C531292.pdf"
